Date	316 HK Equity	1378 HK Equity	883 HK Equity	1171 HK Equity	386 HK Equity	1308 HK Equity	1088 HK Equity	998 HK Equity	600019 CH Equity	1919 HK Equity	3988 HK Equity	1288 HK Equity	3323 HK Equity	762 HK Equity	857 HK Equity	3328 HK Equity	728 HK Equity	941 HK Equity	939 HK Equity	000651 CH Equity	601088 CH Equity	2007 HK Equity	601006 CH Equity	1398 HK Equity	002157 CH Equity	601155 CH Equity	267 HK Equity	1044 HK Equity	601328 CH Equity	600028 CH Equity	601169 CH Equity	17 HK Equity	868 HK Equity	601225 CH Equity	601988 CH Equity	688 HK Equity	000002 CH Equity	601818 CH Equity	601288 CH Equity	2628 HK Equity	6 HK Equity	601398 CH Equity	000069 CH Equity	600000 CH Equity	601939 CH Equity
8/19/21	174.800	10.740	8.110	9.800	3.530	31.950	15.120	3.540	10.086	13.940	2.710	2.600	9.900	4.450	3.070	4.540	2.930	51.450	5.670	56.629	20.855	8.2	7.148	4.36	10.997	42.898	8.21	41	5.253	4.737	5.229	37	28.85	12.856	3.622	18.22	27.763	4.066	3.526	12.92	49.7	5.565	8.455	11.069	7.112
8/20/21	185.300	10.320	7.900	9.440	3.450	30.750	14.820	3.530	10.051	13.200	2.700	2.590	9.840	4.430	2.980	4.540	2.790	50.600	5.630	55.229	20.678	8.15	7.128	4.35	11.226	42.614	8.23	41.1	5.247	4.744	5.211	36.95	27.7	12.543	3.618	17.98	27.255	4.037	3.546	12.84	49.7	5.583	8.518	11.106	7.104
8/23/21	185.800	10.660	7.790	9.980	3.520	32.400	15.440	3.530	10.015	14.400	2.720	2.600	9.780	4.420	3.070	4.370	2.740	51.050	5.670	54.089	21.256	8.19	7.153	4.38	11.133	41.501	8.4	42.35	5.242	4.785	5.230	37	29.75	13.044	3.643	17.8	27.435	4.040	3.547	12.86	50.55	5.566	8.428	11.061	7.117
8/24/21	179.800	10.700	7.830	10.440	3.510	33.750	15.540	3.550	10.109	14.200	2.700	2.600	9.800	4.380	3.100	4.380	2.800	50.750	5.660	53.518	21.422	8.29	7.125	4.35	11.060	41.351	8.31	42.85	5.247	4.814	5.223	37	30.7	13.346	3.634	17.94	27.704	4.044	3.538	12.98	49.7	5.572	8.448	11.084	7.137
8/25/21	179.900	11.360	7.810	10.860	3.540	34.000	15.940	3.560	10.256	14.460	2.700	2.600	10.040	4.330	3.140	4.390	2.810	48.750	5.610	53.394	21.666	8.42	7.154	4.34	10.965	41.419	8.59	43.7	5.254	4.857	5.194	37.05	32	13.766	3.631	17.82	25.537	4.004	3.523	12.98	49.8	5.567	8.560	11.049	7.082
8/26/21	178.000	11.480	7.730	11.440	3.480	34.500	15.940	3.520	10.729	14.320	2.700	2.600	9.900	4.290	3.140	4.380	2.760	47.850	5.590	51.829	21.914	8.33	7.196	4.32	10.789	40.367	8.56	42.9	5.238	4.890	5.166	37	32.35	14.285	3.616	17.56	25.073	3.977	3.508	12.94	49.4	5.551	8.073	10.981	7.052
8/27/21	183.500	11.600	7.740	11.960	3.530	33.400	16.100	3.560	10.949	14.500	2.700	2.610	9.800	4.270	3.170	4.400	2.750	47.450	5.640	51.532	21.850	8.54	7.255	4.34	10.636	40.259	8.66	43.35	5.246	4.933	5.198	37	32.1	14.125	3.634	17.72	25.147	3.983	3.525	13.08	48.75	5.583	8.097	11.033	7.039
8/30/21	195.500	11.300	7.800	12.560	3.700	34.300	16.380	3.540	11.608	15.180	2.700	2.610	10.200	4.230	3.300	4.430	2.720	47.300	5.580	49.371	22.795	8.5	7.261	4.34	10.127	40.472	9.25	44.1	5.274	5.033	5.178	36.75	32.75	15.004	3.613	17.84	23.397	3.950	3.516	13	48.75	5.515	7.972	10.789	6.948
8/31/21	200.200	11.600	7.770	13.580	3.770	33.900	17.220	3.580	12.267	14.700	2.730	2.610	10.640	4.200	3.410	4.470	2.720	47.150	5.620	49.478	24.077	8.6	7.307	4.34	10.293	40.461	9.68	45.1	5.321	5.128	5.225	36.6	32.7	16.505	3.648	17.9	23.836	4.033	3.563	13.02	48.85	5.562	8.114	10.895	7.043
9/1/21	197.500	11.220	7.940	13.220	3.780	32.600	16.800	3.620	12.339	14.120	2.740	2.650	11.360	4.250	3.420	4.520	2.700	48.000	5.670	50.151	23.511	8.69	7.452	4.38	10.461	42.820	9.62	44.3	5.381	5.140	5.285	36.35	31.15	16.444	3.684	17.86	25.064	4.129	3.599	13.36	49.1	5.634	8.595	11.051	7.163
9/2/21	166.400	11.420	7.670	14.260	3.800	32.400	16.980	3.600	12.517	13.680	2.720	2.630	11.600	4.140	3.440	4.450	2.720	48.500	5.660	48.709	24.204	8.66	7.474	4.39	10.351	44.556	9.79	44	5.380	5.187	5.308	36.6	31.1	16.910	3.671	17.76	25.516	4.176	3.587	13.38	48.45	5.645	8.774	11.109	7.173
9/3/21	168.500	11.020	7.700	14.680	3.920	31.600	17.240	3.630	12.099	14.100	2.730	2.670	11.980	4.120	3.520	4.580	2.710	48.250	5.670	48.865	24.041	8.76	7.428	4.41	10.642	43.772	10.04	44.1	5.393	5.249	5.369	36.35	30.85	16.830	3.684	18.16	25.197	4.201	3.624	13.46	48.1	5.694	8.788	11.124	7.235
9/6/21	168.200	10.580	7.770	14.760	3.910	31.100	17.780	3.660	12.326	14.160	2.760	2.690	12.380	4.160	3.520	4.590	2.720	49.100	5.720	49.823	25.002	8.62	7.511	4.46	10.641	44.395	9.83	44.2	5.429	5.248	5.381	36.3	31	17.888	3.683	18.04	24.737	4.189	3.623	13.5	47.5	5.694	8.751	11.087	7.223
9/7/21	168.000	11.200	7.810	15.800	3.960	31.800	18.100	3.670	13.033	14.820	2.770	2.720	12.320	4.180	3.540	4.610	2.740	49.450	5.710	50.195	25.585	8.27	7.574	4.46	10.748	44.100	9.72	43.5	5.446	5.386	5.434	36	31.15	18.179	3.715	17.82	24.755	4.232	3.631	13.54	46.9	5.711	8.825	11.229	7.298
9/8/21	173.200	11.500	7.730	15.720	3.940	32.750	18.000	3.670	12.672	15.100	2.760	2.730	12.120	4.150	3.510	4.580	2.710	48.650	5.670	49.977	26.246	8.32	7.569	4.44	10.770	43.851	9.72	43	5.487	5.451	5.451	35.9	30.2	18.195	3.730	17.82	24.465	4.272	3.658	13.4	47.4	5.740	8.737	11.240	7.485
9/9/21	165.500	13.160	7.870	16.600	3.800	34.250	18.460	3.640	13.760	14.560	2.770	2.720	12.520	4.140	3.350	4.600	2.700	48.250	5.680	49.954	28.905	8.28	7.711	4.41	10.784	43.809	9.89	43.45	5.494	5.603	5.446	35.95	29.5	18.928	3.723	17.64	24.338	4.265	3.663	13.22	47.4	5.723	8.771	11.205	7.506
9/10/21	158.000	13.380	8.070	15.580	3.840	35.000	18.380	3.700	13.568	15.580	2.820	2.750	12.880	4.170	3.410	4.640	2.720	48.800	5.770	49.780	27.039	8.47	7.749	4.47	10.659	44.348	9.96	42.3	5.528	5.492	5.480	36.15	29.4	17.986	3.742	17.9	24.624	4.297	3.670	13.42	47.45	5.782	8.751	11.359	7.568
9/13/21	157.000	13.880	8.290	17.000	3.930	34.050	19.080	3.710	14.276	15.640	2.850	2.760	12.620	4.130	3.580	4.690	2.710	48.900	5.800	49.196	28.878	8.57	7.765	4.48	10.659	45.518	9.96	41.8	5.559	5.667	5.462	36.35	28.75	19.521	3.738	18.12	25.635	4.293	3.653	13.44	47.45	5.752	8.730	11.322	7.584
9/14/21	150.000	13.360	8.240	16.400	3.900	33.700	18.580	3.650	13.337	14.820	2.810	2.730	12.480	4.120	3.720	4.620	2.700	48.650	5.660	48.578	27.980	7.88	7.623	4.4	10.353	43.456	9.72	41.65	5.485	5.618	5.376	35.65	28.75	18.967	3.697	17.82	24.319	4.204	3.612	13.28	47.3	5.690	8.457	11.127	7.430
9/15/21	151.000	13.200	8.220	16.320	3.880	33.800	18.520	3.610	13.345	14.300	2.810	2.720	12.100	4.090	3.770	4.610	2.690	48.650	5.680	47.173	27.670	7.19	7.586	4.4	10.236	41.051	9.72	41.65	5.493	5.723	5.360	35.3	27.65	19.031	3.702	17.4	23.689	4.174	3.605	13.2	47.35	5.662	8.276	11.119	7.404
9/16/21	156.200	12.760	8.230	16.060	3.910	32.900	18.180	3.550	13.270	13.900	2.790	2.690	11.820	4.050	3.800	4.580	2.620	47.700	5.660	46.054	27.914	6.67	7.497	4.36	10.860	38.991	9.6	41.65	5.436	5.605	5.351	34.85	27.15	19.321	3.676	16.54	22.924	4.122	3.580	13.1	47.6	5.641	8.015	10.992	7.292
9/17/21	161.700	12.140	8.070	15.000	3.870	32.800	17.580	3.540	12.575	14.160	2.770	2.690	12.100	4.050	3.800	4.550	2.620	47.800	5.650	46.041	26.017	6.97	7.509	4.34	10.746	39.290	9.43	41.3	5.415	5.403	5.331	34.65	26.3	17.967	3.694	16.1	22.949	4.092	3.586	12.94	46.25	5.656	8.171	10.963	7.305
9/20/21	156.000	11.580	7.830	14.400	3.810	32.500	17.040	3.360	12.575	13.580	2.700	2.580	11.620	3.940	3.690	4.380	2.580	47.000	5.420	#N/A N/A	#N/A N/A	6.55	#N/A N/A	4.21	#N/A N/A	#N/A N/A	9.16	40.3	5.415	5.403	5.331	30.4	25.7	17.967	3.694	15.82	22.949	4.092	3.586	12.44	45.85	5.656	8.171	10.963	7.305
9/21/21	155.000	11.560	7.800	14.200	3.850	33.000	17.240	3.330	12.575	13.600	2.700	2.580	11.620	3.970	3.720	4.400	2.610	47.150	5.400	#N/A N/A	#N/A N/A	7.13	#N/A N/A	4.21	#N/A N/A	#N/A N/A	9.02	40.85	5.415	5.403	5.331	30.95	25.5	17.967	3.694	16.32	22.949	4.092	3.586	12.52	46	5.656	8.171	10.963	7.305
9/23/21	154.900	11.620	8.030	14.780	3.920	34.000	17.680	3.410	12.474	13.920	2.730	2.640	11.720	3.990	3.790	4.490	2.630	47.750	5.480	45.929	28.237	7.64	7.665	4.23	10.630	42.820	9.03	40.9	5.423	5.592	5.315	30.9	25.25	19.584	3.700	17.34	24.766	4.061	3.567	12.74	46.55	5.616	8.762	10.883	7.219
9/24/21	158.300	10.740	8.070	13.360	3.840	35.500	16.760	3.350	11.570	14.100	2.710	2.600	10.940	3.970	3.800	4.430	2.630	47.200	5.420	45.642	26.367	7.49	7.525	4.19	10.872	44.029	8.71	41	5.394	5.466	5.273	30.2	23.4	17.626	3.672	17.06	24.465	4.045	3.540	12.7	45.7	5.586	8.873	10.860	7.140
9/27/21	142.400	10.140	8.480	13.920	3.860	30.400	16.840	3.380	11.149	12.080	2.710	2.600	10.640	3.950	3.850	4.440	2.610	47.050	5.410	46.331	26.432	7.3	7.557	4.19	11.426	41.824	8.6	41.6	5.376	5.376	5.255	30.7	23.3	17.778	3.676	16.58	23.877	4.014	3.532	12.7	45.75	5.581	8.521	10.872	7.111
9/28/21	142.200	10.320	8.970	16.080	3.930	30.200	18.100	3.410	11.121	12.080	2.710	2.620	10.960	3.970	3.930	4.500	2.600	47.000	5.410	45.917	27.483	7.73	7.567	4.24	11.422	43.845	8.52	41.75	5.410	5.711	5.289	30.75	23.8	18.374	3.687	17.56	25.399	4.085	3.554	12.74	45.45	5.615	8.747	10.880	7.193
9/29/21	134.100	10.000	8.730	14.340	3.870	29.150	17.560	3.480	10.359	11.700	2.750	2.650	10.620	3.960	3.670	4.600	2.600	47.000	5.570	47.282	26.673	7.89	7.519	4.33	11.610	44.250	8.53	42	5.402	5.366	5.282	32.05	24	17.144	3.681	17.78	25.470	4.091	3.561	12.84	45.8	5.630	8.662	10.852	7.219
9/30/21	135.200	10.020	8.700	14.740	3.860	27.950	18.220	3.520	10.510	11.940	2.760	2.680	10.540	3.950	3.690	4.620	2.590	46.950	5.580	46.811	27.374	8.05	7.562	4.33	11.392	45.035	8.3	41.7	5.436	5.388	5.267	31.85	23.3	17.879	3.684	17.74	25.743	4.095	3.552	12.78	45.8	5.629	9.048	10.872	7.212
10/4/21	121.300	9.850	8.740	14.620	3.830	27.750	18.380	3.460	10.510	10.960	2.720	2.670	10.560	3.930	3.690	4.560	2.580	46.650	5.480	#N/A N/A	#N/A N/A	8.01	#N/A N/A	4.27	#N/A N/A	#N/A N/A	8.1	40.95	5.436	5.388	5.267	32.6	21.4	17.879	3.684	17.9	25.743	4.095	3.552	12.64	45.2	5.629	9.048	10.872	7.212
10/5/21	122.000	10.180	8.960	15.100	3.920	28.100	18.820	3.460	10.510	11.300	2.730	2.680	10.200	3.940	3.970	4.590	2.580	46.900	5.540	#N/A N/A	#N/A N/A	7.79	#N/A N/A	4.31	#N/A N/A	#N/A N/A	8.29	41.45	5.436	5.388	5.267	33	21.5	17.879	3.684	17.56	25.743	4.095	3.552	12.66	45.5	5.629	9.048	10.872	7.212
10/6/21	125.900	9.910	9.170	15.500	4.040	25.850	18.880	3.480	10.510	11.180	2.720	2.650	10.020	3.950	4.140	4.620	2.580	47.000	5.500	#N/A N/A	#N/A N/A	7.75	#N/A N/A	4.27	#N/A N/A	#N/A N/A	8.05	41.65	5.436	5.388	5.267	33.6	21.15	17.879	3.684	17.46	25.743	4.095	3.552	12.7	45.35	5.629	9.048	10.872	7.212
10/7/21	126.700	9.980	8.850	15.320	4.080	26.100	18.680	3.540	10.510	11.400	2.740	2.690	10.560	3.980	4.040	4.710	2.600	47.400	5.520	#N/A N/A	#N/A N/A	7.92	#N/A N/A	4.35	#N/A N/A	#N/A N/A	8.1	42.25	5.436	5.388	5.267	34.6	21.2	17.879	3.684	17.58	25.743	4.095	3.552	12.94	45.7	5.629	9.048	10.872	7.212
10/8/21	121.800	9.720	8.900	13.620	3.990	23.350	17.460	3.500	10.413	11.440	2.730	2.670	10.240	4.020	4.060	4.700	2.690	48.300	5.490	48.091	25.852	7.75	7.635	4.37	12.128	43.187	8.03	43.3	5.496	5.545	5.388	34.15	21.35	17.407	3.709	17.44	25.658	4.168	3.576	13.48	45.85	5.690	8.710	10.969	7.296
10/11/21	122.400	9.380	8.900	14.220	4.020	23.750	18.140	3.510	10.116	11.160	2.720	2.680	10.160	4.060	4.110	4.710	2.730	48.750	5.470	48.050	27.034	7.5	7.657	4.36	12.420	44.011	8.03	43.45	5.510	5.571	5.402	33.7	20.55	18.448	3.714	17.86	26.648	4.196	3.605	13.8	45.05	5.715	8.887	11.033	7.367
10/12/21	121.400	9.430	8.690	14.580	4.010	23.700	18.340	3.510	9.701	10.980	2.730	2.670	10.120	4.050	4.030	4.680	2.800	48.450	5.490	47.587	26.834	7.75	7.650	4.37	12.066	45.632	7.94	43.65	5.514	5.442	5.381	33.55	20.6	17.917	3.716	17.94	26.906	4.187	3.596	13.7	45.35	5.731	9.278	11.028	7.348
10/15/21	112.500	9.600	8.680	14.260	3.960	23.500	17.960	3.470	9.390	9.890	2.740	2.690	9.820	4.040	4.030	4.640	2.790	48.650	5.470	47.193	26.540	7.69	7.614	4.35	11.058	43.133	8.02	43.25	5.499	5.342	5.330	33.75	21.95	17.548	3.686	17.3	25.488	4.157	3.565	13.72	45.3	5.741	8.605	10.961	7.300
10/18/21	122.800	9.940	8.800	15.900	4.000	24.400	19.080	3.520	9.461	10.580	2.730	2.660	10.160	4.050	4.090	4.630	2.750	48.550	5.430	46.407	28.539	7.84	7.694	4.31	11.384	42.173	7.95	41.95	5.468	5.456	5.335	33.3	22.25	18.195	3.702	17.32	24.559	4.162	3.581	13.72	45.5	5.722	8.505	10.912	7.259
10/19/21	132.000	9.950	8.800	15.180	4.020	25.150	18.600	3.510	9.601	11.360	2.770	2.700	10.400	4.070	4.090	4.680	2.780	48.750	5.470	47.576	28.582	7.86	7.773	4.37	12.610	42.593	8.06	42.5	5.519	5.519	5.409	33.3	23.3	18.092	3.728	17.38	24.732	4.203	3.594	13.96	45.6	5.751	8.577	10.977	7.359
10/20/21	130.700	9.730	8.600	13.560	3.940	24.850	18.040	3.500	9.485	11.000	2.750	2.700	10.140	4.090	4.060	4.690	2.800	48.800	5.460	46.916	26.717	7.81	7.819	4.36	12.598	41.954	8.13	41.9	5.497	5.411	5.387	33.45	22.7	16.770	3.721	17.3	24.321	4.195	3.587	13.98	45.65	5.716	8.354	10.969	7.309
10/21/21	134.700	9.800	8.690	13.980	3.940	25.100	18.620	3.540	9.351	11.240	2.760	2.680	10.260	4.080	4.050	4.710	2.810	49.000	5.460	48.738	28.042	8.08	7.831	4.37	12.306	44.567	8.05	41.6	5.545	5.448	5.436	33.85	22.25	18.326	3.745	18.14	25.208	4.244	3.612	14.28	45.95	5.764	8.597	10.993	7.393
10/22/21	132.700	9.350	8.550	13.560	3.870	25.600	17.860	3.540	9.057	11.320	2.770	2.700	10.400	4.080	3.900	4.700	2.810	48.950	5.430	49.509	26.331	8.16	7.852	4.35	12.076	47.415	7.98	42.2	5.539	5.308	5.442	34.15	23.1	17.067	3.725	18.62	25.966	4.236	3.603	14.24	45.9	5.758	8.619	11.041	7.389
10/25/21	135.600	9.360	8.660	13.760	3.870	26.000	18.020	3.520	9.082	11.860	2.770	2.690	10.180	4.060	3.950	4.710	2.760	49.000	5.420	47.928	27.208	7.91	7.791	4.33	12.174	46.285	7.95	41.2	5.551	5.417	5.454	33.95	22.55	17.384	3.737	18.22	25.066	4.236	3.603	14.2	45.7	5.746	8.302	10.993	7.365
10/26/21	137.500	9.200	8.560	12.620	3.890	26.500	17.480	3.520	9.027	11.820	2.770	2.690	10.000	4.050	3.960	4.680	2.750	49.150	5.390	47.485	26.630	7.57	7.796	4.32	12.072	46.852	8.02	40.65	5.531	5.384	5.445	33.8	22.5	17.164	3.728	17.6	24.023	4.215	3.581	14.14	46.1	5.726	8.089	11.000	7.346
10/27/21	136.200	8.850	8.520	11.980	3.790	26.000	16.620	3.480	8.784	11.700	2.760	2.670	9.730	4.070	3.880	4.670	2.730	48.750	5.350	44.737	25.526	7.58	7.714	4.31	12.240	45.990	7.92	40.6	5.499	5.292	5.402	33.95	22.05	16.522	3.723	17.52	23.920	4.210	3.577	14.1	46.4	5.718	7.920	10.938	7.312
10/28/21	137.100	8.370	8.440	11.520	3.780	26.150	16.760	3.460	8.603	11.580	2.750	2.660	9.700	4.040	3.740	4.630	2.770	48.850	5.330	44.412	24.518	7.4	7.690	4.3	11.863	43.743	7.8	40.9	5.488	5.110	5.366	33.85	22.3	15.246	3.711	17.34	23.277	4.186	3.565	14	46.7	5.682	7.726	10.902	7.264
10/29/21	143.700	8.650	8.580	11.540	3.820	26.350	16.760	3.420	8.659	12.080	2.750	2.650	9.780	4.020	3.760	4.630	2.740	48.250	5.290	44.509	24.155	7.31	7.712	4.26	12.169	41.582	7.8	40.65	5.489	5.161	5.380	33.75	21.95	15.192	3.704	17.16	22.115	4.178	3.570	13.56	47.45	5.671	7.602	10.857	7.202
11/1/21	134.500	8.420	8.540	12.000	3.820	25.950	16.920	3.460	8.528	11.300	2.770	2.690	9.210	4.020	3.750	4.790	2.710	48.550	5.330	44.975	24.440	7.23	7.664	4.31	12.226	39.975	7.86	41	5.706	5.134	5.438	33.6	21.75	15.024	3.735	17.08	22.129	4.221	3.601	13.66	47.25	5.754	7.615	10.608	7.287
11/2/21	136.000	8.280	8.470	11.580	3.810	25.600	16.480	3.410	8.220	11.380	2.760	2.670	9.060	3.990	3.690	4.730	2.710	48.500	5.300	44.211	23.832	7.25	7.612	4.31	12.390	38.460	7.36	40.15	5.545	5.046	5.350	33.65	20.75	14.591	3.696	16.68	21.449	4.110	3.563	13.62	47.2	5.654	7.393	10.384	7.174
11/3/21	142.000	8.450	8.410	12.300	3.780	26.500	16.860	3.430	8.324	11.860	2.760	2.670	9.050	3.990	3.620	4.720	2.680	48.150	5.290	44.086	24.425	7.32	7.631	4.3	13.002	38.910	7.18	40.1	5.553	5.043	5.383	33.5	20.8	15.165	3.694	16.72	21.934	4.083	3.560	13.56	47.05	5.638	7.279	10.365	7.121
11/4/21	140.000	7.780	8.340	12.060	3.820	26.900	16.700	3.430	8.164	12.080	2.750	2.650	9.010	3.990	3.620	4.750	2.660	48.450	5.250	44.314	24.505	7.05	7.593	4.26	13.482	38.145	7.28	39.85	5.597	5.037	5.366	33.55	20.75	14.978	3.699	16.52	21.975	4.064	3.553	13.5	47.3	5.658	7.276	10.355	7.106
11/5/21	132.000	7.230	8.160	11.660	3.740	26.300	16.140	3.380	7.798	11.360	2.730	2.610	8.880	3.970	3.440	4.690	2.640	48.700	5.170	44.232	23.722	6.85	7.567	4.19	13.029	36.009	7.18	39.5	5.620	4.976	5.353	33.55	20.05	14.440	3.698	16.36	21.678	4.051	3.552	13.4	47.15	5.669	7.202	10.377	7.056
11/8/21	130.800	7.180	8.210	12.100	3.780	25.850	16.600	3.410	7.810	11.520	2.750	2.640	8.950	3.970	3.510	4.790	2.640	48.250	5.260	43.874	24.112	7.06	7.603	4.23	13.183	37.709	7.23	39.8	5.641	4.983	5.361	33.95	20.35	14.584	3.692	16.68	22.309	4.057	3.558	13.74	47.35	5.641	7.249	10.344	7.079
11/9/21	132.600	7.250	8.180	11.840	3.780	26.000	16.200	3.400	7.689	11.520	2.750	2.620	8.930	3.980	3.510	4.790	2.630	48.100	5.220	43.382	23.702	6.71	7.555	4.23	13.015	37.496	7.19	38.95	5.642	4.935	5.362	33.75	20.5	14.355	3.705	16.68	22.203	4.046	3.558	13.66	47.4	5.654	7.312	10.407	7.117
11/10/21	131.100	7.270	8.200	11.820	3.800	26.250	16.180	3.380	7.767	11.460	2.730	2.610	8.820	3.980	3.520	4.720	2.610	47.950	5.190	42.275	23.265	7.24	7.487	4.22	12.828	39.300	7.24	39.35	5.597	4.975	5.365	34.3	20.3	14.205	3.707	17.8	23.143	4.036	3.548	13.58	47.1	5.633	7.597	10.340	7.097
11/11/21	131.800	7.500	8.130	12.040	3.820	25.850	16.480	3.440	8.010	11.580	2.760	2.640	9.360	4.050	3.530	4.790	2.630	47.550	5.230	44.037	23.445	7.63	7.632	4.26	12.838	43.221	7.41	39.65	5.681	4.999	5.413	34.35	21.85	14.496	3.743	18.7	25.347	4.097	3.584	13.86	47.2	5.681	8.095	10.509	7.157
11/12/21	130.600	7.650	8.150	11.780	3.780	25.650	16.300	3.430	7.779	11.440	2.760	2.640	9.140	4.020	3.550	4.800	2.630	47.450	5.240	43.268	23.350	7.7	7.596	4.27	12.957	42.266	7.42	39.05	5.654	5.019	5.410	34.4	21.85	14.239	3.737	18.56	24.131	4.079	3.578	13.9	47.6	5.679	7.816	10.564	7.144
11/15/21	129.000	7.540	8.120	11.500	3.770	24.750	16.140	3.440	7.932	11.100	2.770	2.650	9.090	4.040	3.540	4.820	2.630	47.250	5.240	44.038	23.343	7.33	7.639	4.28	13.240	41.976	7.23	38.95	5.686	5.003	5.418	34.35	21.95	14.216	3.734	18.4	23.673	4.112	3.575	13.82	47.45	5.699	7.846	10.677	7.114
11/16/21	132.400	7.450	8.170	11.540	3.820	25.300	16.240	3.470	7.698	11.660	2.780	2.670	8.990	4.030	3.580	4.850	2.630	47.150	5.270	44.239	23.082	7.35	7.527	4.3	12.923	41.206	7.3	39.1	5.664	5.006	5.396	34.35	20.8	13.983	3.727	18.62	23.435	4.093	3.569	13.88	47.15	5.664	7.820	10.633	7.113
11/17/21	134.600	7.500	8.120	11.540	3.780	25.050	16.200	3.480	7.888	11.680	2.780	2.670	8.950	4.010	3.640	4.820	2.630	47.050	5.240	44.361	23.237	7.29	7.571	4.27	13.212	40.832	7.31	38.45	5.653	5.019	5.385	34.4	20.2	14.433	3.749	18.36	23.762	4.078	3.578	13.82	46.9	5.678	7.741	10.562	7.119
11/18/21	133.100	7.620	8.060	11.560	3.730	24.200	16.060	3.470	7.830	11.520	2.780	2.660	8.850	4.000	3.540	4.790	2.610	47.350	5.220	43.600	23.294	6.92	7.561	4.25	13.354	39.819	7.3	38.95	5.622	4.976	5.391	34.25	19.82	14.513	3.732	18.02	23.282	4.061	3.573	13.76	47.05	5.659	7.561	10.440	7.110
11/19/21	136.100	7.620	8.100	11.680	3.730	25.950	16.360	3.460	7.965	11.460	2.790	2.680	9.050	4.000	3.540	4.880	2.620	47.350	5.210	43.801	23.590	7.3	7.587	4.26	13.027	41.228	7.33	38.25	5.672	5.099	5.416	34.5	20.3	14.918	3.732	18.52	24.273	4.098	3.598	13.74	47.15	5.684	7.745	10.551	7.123
11/22/21	136.500	7.640	7.960	11.900	3.620	25.650	16.280	3.430	7.843	11.820	2.780	2.650	8.850	4.010	3.480	4.840	2.620	47.550	5.200	43.570	23.627	7.16	7.538	4.27	12.673	40.386	7.26	38.35	5.647	5.038	5.391	34.55	20.1	14.759	3.732	18.6	23.444	4.074	3.586	13.72	47.15	5.647	7.587	10.490	7.087
11/23/21	133.400	7.950	7.910	12.280	3.650	26.400	16.520	3.460	8.035	11.700	2.790	2.640	8.930	4.040	3.500	4.780	2.630	47.750	5.190	43.771	23.873	7.34	7.535	4.25	12.644	40.492	7.36	40	5.657	5.023	5.401	34.65	20.15	14.887	3.743	18.66	23.459	4.085	3.585	13.72	47.2	5.645	7.596	10.522	7.096
11/24/21	135.000	7.710	7.950	12.800	3.710	26.750	16.960	3.450	8.271	11.660	2.780	2.640	8.980	4.010	3.570	4.770	2.640	47.400	5.200	43.590	24.595	7.22	7.527	4.26	12.322	40.686	7.29	39.75	5.649	5.075	5.417	34.55	20.15	15.311	3.758	18.82	23.546	4.099	3.587	13.7	47.9	5.661	7.613	10.589	7.100
11/25/21	137.400	7.750	7.950	12.420	3.670	27.900	16.900	3.470	8.204	12.100	2.770	2.660	8.980	4.020	3.530	4.760	2.650	47.350	5.170	43.195	24.796	7.27	7.496	4.25	12.380	40.460	7.29	39	5.640	5.030	5.409	32.6	19.96	15.102	3.760	18.86	23.465	4.102	3.565	13.58	48.35	5.653	7.569	10.548	7.093
11/26/21	136.600	7.500	7.780	11.960	3.560	28.200	16.560	3.410	8.258	11.680	2.740	2.620	8.790	3.970	3.410	4.680	2.600	46.900	5.100	42.852	24.055	7.04	7.465	4.19	12.125	39.766	7.16	37.9	5.599	4.989	5.379	31.9	19.7	14.857	3.745	18.52	23.164	4.086	3.562	13.2	47.75	5.623	7.465	10.442	7.063
11/29/21	144.500	7.480	7.750	12.220	3.520	28.800	16.540	3.390	8.132	12.880	2.730	2.600	8.650	3.960	3.410	4.650	2.600	46.850	5.070	42.283	23.895	6.99	7.436	4.16	12.124	39.072	7.16	38.55	5.592	4.957	5.372	31.6	19.38	14.701	3.736	18.3	22.539	4.078	3.565	13.08	47.8	5.592	7.289	10.488	7.033
11/30/21	149.100	7.560	7.660	12.240	3.410	31.250	16.160	3.350	7.987	13.340	2.710	2.570	8.420	3.930	3.390	4.540	2.590	46.600	5.080	42.338	23.938	6.88	7.461	4.12	11.871	38.099	7.04	37.65	5.599	4.949	5.366	30.8	19.02	14.554	3.736	17.96	22.370	4.104	3.565	12.84	46.95	5.611	7.265	10.425	7.056
12/1/21	148.700	7.610	7.780	13.200	3.510	30.000	16.980	3.400	8.283	13.120	2.720	2.620	8.490	3.910	3.430	4.710	2.590	46.700	5.130	43.042	24.592	6.83	7.512	4.18	11.709	38.381	7.18	37.05	5.628	5.053	5.396	30.65	18.8	15.171	3.744	18.14	22.598	4.160	3.585	12.96	46.65	5.628	7.378	10.473	7.084
12/2/21	150.300	7.300	7.800	13.620	3.600	30.100	17.120	3.460	8.540	13.280	2.740	2.670	8.760	3.880	3.440	4.760	2.570	46.650	5.260	42.883	25.265	7.11	7.514	4.3	11.765	38.827	7.3	37.6	5.632	5.119	5.400	30.7	19.96	15.455	3.726	18.64	23.250	4.142	3.580	13.08	47	5.632	7.428	10.482	7.086
